Calibration_1,AccX_1,AccY_1,AccZ_1,Roll_1,Pitch_1,Yaw_1,QuatW_1,QuatX_1,QuatY_1,QuatZ_1,Calibration_2,AccX_2,AccY_2,AccZ_2,Roll_2,Pitch_2,Yaw_2,QuatW_2,QuatX_2,QuatY_2,QuatZ_2
0.0,8.81,-5.13,73.44,8.81,-5.13,73.44,0.8,-0.59,0.1,-0.06,0.0,25.0,61.06,-90.69,25.0,61.06,-90.69,0.69,0.2,-0.68,-0.15
0.0,8.75,-3.5,73.25,8.75,-3.5,73.25,0.8,-0.59,0.08,-0.06,0.0,26.25,60.25,-87.37,26.25,60.25,-87.37,0.7,0.2,-0.67,-0.16
0.0,9.69,-2.25,70.56,9.69,-2.25,70.56,0.82,-0.56,0.07,-0.08,0.0,27.06,59.31,-84.56,27.06,59.31,-84.56,0.7,0.2,-0.66,-0.17
0.0,13.75,0.56,65.37,13.75,0.56,65.37,0.84,-0.53,0.06,-0.11,0.0,27.5,58.56,-82.81,27.5,58.56,-82.81,0.71,0.21,-0.65,-0.18
0.0,14.31,-0.25,67.5,14.31,-0.25,67.5,0.81,-0.57,0.07,-0.1,0.0,28.0,57.44,-80.25,28.0,57.44,-80.25,0.72,0.21,-0.64,-0.18
0.0,11.69,-0.75,75.37,11.69,-0.75,75.37,0.77,-0.63,0.07,-0.07,0.0,27.87,56.31,-78.37,27.87,56.31,-78.37,0.73,0.22,-0.63,-0.18
0.0,7.13,-1.63,82.75,7.13,-1.63,82.75,0.74,-0.67,0.06,-0.04,0.0,27.0,55.38,-76.37,27.0,55.38,-76.37,0.73,0.23,-0.61,-0.17
0.0,3.81,-2.56,86.25,3.81,-2.56,86.25,0.73,-0.69,0.06,-0.02,0.0,26.12,54.38,-75.19,26.12,54.38,-75.19,0.74,0.25,-0.6,-0.17
0.0,1.37,-4.63,87.56,1.37,-4.63,87.56,0.72,-0.69,0.06,-0.01,0.0,25.62,52.81,-74.81,25.62,52.81,-74.81,0.74,0.26,-0.59,-0.17
0.0,359.38,-7.19,86.31,359.38,-7.19,86.31,0.73,-0.68,0.08,0.0,0.0,25.75,49.81,-74.12,25.75,49.81,-74.12,0.75,0.28,-0.58,-0.17
0.0,355.81,-6.69,81.56,355.81,-6.69,81.56,0.76,-0.65,0.05,0.03,0.0,22.81,47.81,-70.37,22.81,47.81,-70.37,0.77,0.3,-0.54,-0.15
0.0,345.81,-6.75,74.12,345.81,-6.75,74.12,0.79,-0.6,-0.0,0.1,0.0,19.12,46.38,-72.19,19.12,46.38,-72.19,0.77,0.34,-0.53,-0.13
0.0,342.31,-4.25,69.44,342.31,-4.25,69.44,0.81,-0.56,-0.05,0.14,0.0,18.06,44.31,-78.06,18.06,44.31,-78.06,0.75,0.38,-0.53,-0.12
0.0,337.31,-4.94,68.75,337.31,-4.94,68.75,0.8,-0.57,-0.06,0.16,0.0,18.0,43.38,-80.62,18.0,43.38,-80.62,0.73,0.41,-0.53,-0.12
0.0,337.13,-6.38,73.31,337.13,-6.38,73.31,0.78,-0.61,-0.04,0.15,0.0,22.12,39.56,-85.81,22.12,39.56,-85.81,0.7,0.45,-0.53,-0.14
0.0,343.56,-6.38,77.94,343.56,-6.38,77.94,0.77,-0.63,-0.0,0.1,0.0,24.0,36.5,-90.94,24.0,36.5,-90.94,0.68,0.48,-0.53,-0.15
0.0,345.75,-9.5,76.94,345.75,-9.5,76.94,0.79,-0.61,0.03,0.09,0.0,24.69,34.19,-93.94,24.69,34.19,-93.94,0.66,0.51,-0.53,-0.15
0.0,347.0,-7.88,67.87,347.0,-7.88,67.87,0.84,-0.54,0.01,0.1,0.0,25.37,31.44,-97.25,25.37,31.44,-97.25,0.65,0.54,-0.52,-0.14
0.0,343.5,-7.0,61.44,343.5,-7.0,61.44,0.85,-0.51,-0.0,0.14,0.0,23.81,30.81,-98.37,23.81,30.81,-98.37,0.65,0.55,-0.51,-0.14
0.0,333.56,-12.19,63.25,333.56,-12.19,63.25,0.82,-0.53,-0.0,0.22,0.0,23.87,30.25,-97.44,23.87,30.25,-97.44,0.65,0.56,-0.5,-0.14
0.0,325.0,-10.63,61.63,325.0,-10.63,61.63,0.82,-0.51,-0.05,0.26,0.0,24.69,28.87,-99.5,24.69,28.87,-99.5,0.64,0.57,-0.5,-0.14
0.0,316.25,-6.19,59.06,316.25,-6.19,59.06,0.81,-0.47,-0.15,0.33,0.0,24.19,28.87,-99.5,24.19,28.87,-99.5,0.64,0.57,-0.5,-0.13
0.0,314.06,-1.94,58.81,314.06,-1.94,58.81,0.8,-0.46,-0.17,0.34,0.0,21.31,30.5,-97.44,21.31,30.5,-97.44,0.65,0.56,-0.49,-0.12
0.0,317.63,0.06,61.13,317.63,0.06,61.13,0.8,-0.47,-0.18,0.31,0.0,18.69,31.69,-96.19,18.69,31.69,-96.19,0.66,0.56,-0.49,-0.11
0.0,322.81,0.12,66.5,322.81,0.12,66.5,0.79,-0.52,-0.18,0.27,0.0,18.94,31.06,-97.31,18.94,31.06,-97.31,0.66,0.56,-0.49,-0.11
0.0,327.88,-0.31,70.5,327.88,-0.31,70.5,0.78,-0.56,-0.16,0.23,0.0,19.56,30.44,-97.87,19.56,30.44,-97.87,0.66,0.57,-0.48,-0.11
0.0,330.19,-0.31,71.94,330.19,-0.31,71.94,0.78,-0.57,-0.15,0.21,0.0,16.87,31.87,-95.37,16.87,31.87,-95.37,0.68,0.55,-0.47,-0.09
0.0,332.81,1.25,73.5,332.81,1.25,73.5,0.77,-0.59,-0.15,0.18,0.0,13.81,33.69,-92.25,13.81,33.69,-92.25,0.69,0.54,-0.47,-0.08
0.0,334.56,0.44,78.87,334.56,0.44,78.87,0.75,-0.63,-0.15,0.16,0.0,165.44,34.63,-90.37,165.44,34.63,-90.37,0.09,-0.33,-0.63,-0.7
